"Manufacturer"|"Model"|"EngineCapacity"|"FuelType"|"MetricUrbanCold"|"MetricExtraUrban"|"MetricCombined"|"ImperialUrbanCold"|"ImperialExtraUrban"|"ImperialCombined"|"CO2gkm"|"FuelCost12000Miles"|"EuroStandard"|"NoiseLeveldBA"|"EmissionsCOmgkm"|"THCEmissionsmgkm"|"EmissionsNOxmgkm"|"THC+NOxEmissionsmgkm"|"ParticulatesNo_mgkm"|"Tipo"
"MERCEDES-BENZ"|"GL-Class, Model Year 2016"|5461|"Petrol"|15.8|10.3|12.3|17.9|27.4|23|288|2396|6|74|239|27|58|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|5461|"Petrol"|15.8|9.7|11.9|17.9|29.1|23.7|278|2325|6|74|239|27|58|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|2987|"Diesel"|7.9|6.6|7.2|35.8|42.8|39.2|187|1419|6|74|346|NA|60|90|0.5|"Diesel"
"MERCEDES-BENZ"|"Coupe"|2996|"Petrol"|11.3|7.7|8.9|25|36.7|31.7|209|1738|6|74|275|31|39|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|5461|"Petrol"|15.8|9.7|11.9|17.9|29.1|23.7|278|2325|6|74|239|27|58|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|2987|"Diesel"|7.9|6.6|7.2|35.8|42.8|39.2|187|1419|6|74|346|NA|60|90|0.5|"Diesel"
"MERCEDES-BENZ"|"Coupe"|2996|"Petrol"|11.3|7.7|8.9|25|36.7|31.7|209|1738|6|74|275|31|39|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|2996|"Petrol"|11.7|8.1|9.4|24.1|34.9|30.1|219|1830|6|74|275|31|39|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016"|2143|"Diesel"|6.6|5.5|5.9|42.8|51.4|47.9|155|1162|6|74|181|NA|75|86|0.21|"Diesel"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|5461|"Petrol"|15.7|9.6|11.8|18|29.4|23.9|276|2305|6|74|239|27|58|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2143|"Diesel"|6.6|5.5|5.9|42.8|51.4|47.9|155|1162|6|74|181|NA|75|86|0.21|"Diesel"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2143|"Diesel"|6.6|5.5|5.9|42.8|51.4|47.9|156|1162|6|74|181|NA|75|86|0.21|"Diesel"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2987|"Diesel"|7.3|6.1|6.6|38.7|46.3|42.8|174|1300|6|72|333|NA|65|93|0.54|"Diesel"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2987|"Diesel"|7.3|6.2|6.6|38.7|45.6|42.8|179|1300|6|72|333|NA|65|93|0.54|"Diesel"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2987|"Diesel"|7.3|6.1|6.6|38.7|46.3|42.8|174|1300|6|72|333|NA|65|93|0.54|"Diesel"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2996|"Petrol"|10.9|7.2|8.6|25.9|39.2|32.8|199|1680|6|74|275|31|39|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2996|"Electricity / Petrol"|NA|NA|3.7|NA|NA|76.4|84|721|6|74|143|22|17|NA|NA|"HEV"
"MERCEDES-BENZ"|"GLE Estate, Model Year 2016½"|2996|"Electricity / Petrol"|NA|NA|3.3|NA|NA|85.6|78|644|6|74|143|22|17|NA|NA|"HEV"
"MERCEDES-BENZ"|"GLS, Model Year 2017"|5461|"Petrol"|15.8|10.3|12.3|17.9|27.4|23|288|2396|6|74|239|27|58|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"GLS, Model Year 2017"|2987|"Diesel"|8.2|7.2|7.6|34.5|39.2|37.2|199|1496|6|74|362|NA|68|99|1.25|"Diesel"
"MERCEDES-BENZ"|"S-Class Cabriolet, Model Year 2016"|5461|"Petrol"|14|7.9|10.1|20.2|35.8|28|237|1968|6|70|154|52|30|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Cabriolet, Model Year 2016"|5980|"Petrol"|17.1|8.9|12|16.5|31.7|23.5|272|2345|6|70|154|52|30|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Cabriolet, Model Year 2016"|4663|"Petrol"|11.9|7|8.7|23.7|40.4|32.5|204|1695|6|70|156|54|32|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Cabriolet, Model Year 2016"|4663|"Petrol"|12.2|7.5|9.1|23.2|37.7|31|212|1777|6|70|156|54|32|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|5461|"Petrol"|14|7.8|10.1|20.2|36.2|28|237|1968|6|74|155|52|33|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|5980|"Petrol"|17.1|8.6|11.9|16.5|32.8|23.7|279|2325|6|74|280|57|29|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|4663|"Petrol"|11.6|6.6|8.5|24.4|42.8|33.2|197|1660|6|70|156|54|32|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"Coupe"|4663|"Petrol"|11.7|7|8.8|24.1|40.4|32.1|204|1716|6|70|156|54|32|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|5461|"Petrol"|13.8|7.9|10.1|20.5|35.8|28|237|1968|6|74|154|52|30|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|5980|"Petrol"|17.1|8.6|11.9|16.5|32.8|23.7|279|2325|6|74|280|57|29|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|5980|"Petrol"|16.9|8.7|11.7|16.7|32.5|24.1|274|2286|6|74|378|28|24|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|2143|"Diesel Electric"|4.7|4.6|4.6|60.1|61.4|61.4|120|906|6|69|222|NA|61|85|1|"HEV"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|2143|"Diesel Electric"|5|4.7|4.8|56.5|60.1|58.9|126|945|6|69|222|NA|61|85|1|"HEV"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|2987|"Diesel"|7.1|4.8|5.6|39.8|58.9|50.4|148|1104|6|68|277|NA|66|90|0.84|"Diesel"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|2987|"Diesel"|7.4|5.2|6|38.2|54.3|47.1|157|1181|6|68|277|NA|66|90|0.84|"Diesel"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|2987|"Diesel"|7.5|5.3|6.2|37.7|53.3|45.6|162|1220|6|68|277|NA|66|90|0.84|"Diesel"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|3498|"Petrol Electric"|7.1|6.4|6.7|39.8|44.1|42.2|154|1306|6|74|542|32|7|NA|NA|"HEV"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|3498|"Petrol Electric"|7.5|6.6|7|37.7|42.8|40.4|161|1364|6|74|542|31|9|NA|NA|"HEV"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|2996|"Electricity / Petrol"|NA|NA|2.8|NA|NA|100.9|65|546|6|70|113|21|9|NA|NA|"HEV"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|2996|"Electricity / Petrol"|NA|NA|2.8|NA|NA|100.9|65|546|6|70|113|21|9|NA|NA|"HEV"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|4663|"Petrol"|12.7|7|8.9|22.2|40.4|31.7|208|1738|6|70|188|49|37|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|4663|"Petrol"|13|7.2|9.1|21.7|39.2|31|213|1777|6|70|188|49|37|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016"|5980|"Petrol"|16.7|8.6|11.5|16.9|32.8|24.6|268|2240|6|74|484|38|20|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016½"|2987|"Diesel"|6.7|4.9|5.4|42.2|57.7|52.3|141|1064|6|69|342|NA|68|105|1.01|"Diesel"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016½"|2987|"Diesel"|6.9|5.2|5.7|40.9|54.3|49.6|148|1122|6|69|342|NA|68|105|1.01|"Diesel"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016½"|2987|"Diesel"|7|5.5|6|40.4|51.4|47.1|157|1181|6|69|342|NA|68|105|1.01|"Diesel"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016½"|3498|"Petrol"|7.5|6.6|7|37.7|42.8|40.4|161|1364|6|74|542|31|7|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016½"|4663|"Petrol"|11.5|6.6|8.4|24.6|42.8|33.6|196|1640|6|74|156|54|32|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Limousine, Model Year 2016½"|4663|"Petrol"|11.8|7.1|8.9|23.9|39.8|31.7|206|1738|6|74|156|54|32|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"S-Class Saloon, Model Year 2016"|2987|"Diesel"|7.3|5.1|5.9|38.7|55.4|47.9|154|1162|6|68|277|NA|66|90|0.84|"Diesel"
"MERCEDES-BENZ"|"S-Class Saloon, Model Year 2016"|2987|"Diesel"|7.4|5.3|6.1|38.2|53.3|46.3|159|1202|6|68|277|NA|66|90|0.84|"Diesel"
"MERCEDES-BENZ"|"S-Class Saloon, Model Year 2016½"|2987|"Diesel"|6.6|4.9|5.6|42.8|57.7|50.4|146|1104|6|69|342|NA|68|105|1.01|"Diesel"
"MERCEDES-BENZ"|"S-Class Saloon, Model Year 2016½"|2987|"Diesel"|6.9|5.4|5.9|40.9|52.3|47.9|155|1162|6|69|342|NA|68|105|1.01|"Diesel"
"MERCEDES-BENZ"|"SL, Model Year 2016"|5461|"Petrol"|14.2|7.7|10.1|19.9|36.7|28|234|1968|6|74|295|74|54|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2016"|5980|"Petrol"|17.4|8.8|11.9|16.2|32.1|23.7|279|2325|6|74|352|38|50|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2016"|2996|"Petrol"|10.2|6.2|7.7|27.7|45.6|36.7|179|1501|6|72|101|43|19|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2016"|2996|"Petrol"|10.7|6.4|8|26.4|44.1|35.3|183|1561|6|72|101|43|19|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2016"|4663|"Petrol"|12.7|7|9.1|22.2|40.4|31|212|1777|6|72|173|49|48|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2017"|5461|"Petrol"|14.2|7.7|10.1|19.9|36.7|28|234|1968|6|74|295|74|54|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2017"|5461|"Petrol"|14.2|7.7|10.1|19.9|36.7|28|234|1968|6|74|295|74|54|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2017"|5980|"Petrol"|17.4|8.8|11.9|16.2|32.1|23.7|279|2325|6|74|352|38|50|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2017"|2996|"Petrol"|10.5|6|7.7|26.9|47.1|36.7|175|1501|6|73|231|43|17|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SL, Model Year 2017"|4663|"Petrol"|12.4|7|9|22.8|40.4|31.4|205|1755|6|73|220|53|39|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|2996|"Petrol"|10.7|6.2|7.8|26.4|45.6|36.2|178|1522|6|74|125|36|18|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|1595|"Petrol"|7.6|4.9|5.8|37.2|57.7|48.7|134|1131|6|71|175|30|25|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|1991|"Petrol"|7.7|4.9|5.9|36.7|57.7|47.9|137|1150|6|71|201|23|20|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|1991|"Petrol"|8.6|5.2|6.5|32.8|54.3|43.5|150|1267|6|72|173|20|13|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|1991|"Petrol"|7.7|4.9|5.9|36.7|57.7|47.9|137|1150|6|71|201|23|20|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|1991|"Petrol"|8.6|5.2|6.5|32.8|54.3|43.5|150|1267|6|72|173|20|13|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|2143|"Diesel"|5.2|3.9|4.4|54.3|72.4|64.2|114|867|6|70|268|NA|55|73|0.09|"Diesel"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|2143|"Diesel"|5.2|3.9|4.4|54.3|72.4|64.2|114|867|6|70|268|NA|55|73|0.09|"Diesel"
"MERCEDES-BENZ"|"SLC, Model Year 2017"|1991|"Petrol"|7.7|4.9|6|36.7|57.7|47.1|138|1170|6|71|154|31|9|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLK-Class, Model Year 2016"|5461|"Petrol"|12|6.2|8.4|23.5|45.6|33.6|195|1640|6|74|344|28|10|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLK-Class, Model Year 2016"|1991|"Petrol"|7.7|4.9|5.9|36.7|57.7|47.9|137|1150|6|74|201|23|20|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLK-Class, Model Year 2016"|1991|"Petrol"|8.6|5.2|6.5|32.8|54.3|43.5|150|1267|6|74|173|20|13|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"SLK-Class, Model Year 2016"|2143|"Diesel"|5.2|3.9|4.4|54.3|72.4|64.2|114|867|6|70|268|NA|55|73|0.09|"Diesel"
"MERCEDES-BENZ"|"SLK-Class, Model Year 2016"|1991|"Petrol"|7.7|4.9|6|36.7|57.7|47.1|138|1170|6|71|154|31|9|NA|NA|"Gasolina"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.3|5.6|6.2|38.7|50.4|45.6|163|1220|6|73|194|NA|75|90|0.23|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MERCEDES-BENZ"|"V-Class, Model Year 2016"|2143|"Diesel"|7.4|5.7|6.3|38.2|49.6|44.8|166|1242|6|74|215|NA|63|81|0.45|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1499|"Petrol"|5.9|4|4.7|47.9|70.6|60.1|109|917|6|69|178|38|37|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1499|"Petrol"|5.7|3.8|4.5|49.6|74.3|62.8|105|877|6|68|155|36|9|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1499|"Petrol"|6|4.1|4.8|47.1|68.9|58.9|112|935|6|69|178|38|37|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1499|"Petrol"|5.8|3.9|4.6|48.7|72.4|61.4|107|897|6|68|155|36|9|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1496|"Diesel"|4.2|3.5|3.7|67.3|80.7|76.3|98|729|6|70|157|NA|49|111|0.4|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1496|"Diesel"|4.3|3.1|3.5|65.7|91.1|80.7|92|690|6|71|184|NA|60|103|0.2|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1496|"Diesel"|4.3|3.5|3.8|65.7|80.7|74.3|99|749|6|70|157|NA|49|111|0.4|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1496|"Diesel"|4.4|3.2|3.6|64.2|88.3|78.5|95|709|6|71|184|NA|60|103|0.2|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1998|"Petrol"|6.8|4.4|5.2|41.5|64.2|54.3|122|1015|6|71|228|51|23|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1998|"Petrol"|7.6|4.6|5.7|37.2|61.4|49.6|133|1111|6|74|451|52|26|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1998|"Petrol"|6.9|4.5|5.4|40.9|62.8|52.3|125|1053|6|71|228|51|23|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1998|"Petrol"|7.7|4.8|5.8|36.7|58.9|48.7|136|1131|6|74|451|52|26|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1995|"Diesel"|4.6|3.6|4|61.4|78.5|70.6|104|788|6|70|255|NA|51|61|0.8|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1995|"Diesel"|4.9|3.6|4|57.6|78.5|70.6|106|788|6|72|388|NA|57|81|0.1|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1995|"Diesel"|4.7|3.7|4.1|60.1|76.3|68.9|107|808|6|70|255|NA|51|61|0.8|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1995|"Diesel"|5|3.7|4.1|56.5|76.3|68.9|109|808|6|72|388|NA|57|81|0.1|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1998|"Petrol"|7.2|4.9|5.7|39.2|57.6|49.6|133|1111|6|70|300|36|26|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1998|"Petrol"|9.1|5.2|6.7|31|54.3|42.2|155|1306|6|75|379|18|33|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1198|"Petrol"|5.8|4.2|4.8|48.7|67.3|58.9|112|935|6|74|329|57|40|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1198|"Petrol"|5.7|4|4.6|49.6|70.6|61.4|108|897|6|70|190|43|21|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1198|"Petrol"|5.9|4.3|4.9|47.9|65.7|57.6|114|957|6|74|329|57|40|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1198|"Petrol"|5.8|4|4.7|48.7|70.6|60.1|109|917|6|70|190|43|21|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1496|"Diesel"|3.9|3.1|3.4|72.4|91.1|83.1|89|670|6|71|193|NA|38|107|0.1|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2014"|1496|"Diesel"|4|3.2|3.5|70.6|88.3|80.7|92|690|6|71|193|NA|38|107|0.1|"Diesel"
"MINI"|"MINI 3-door Hatchback F56, From March 2016"|1998|"Petrol"|6.8|4.4|5.2|41.5|64.2|54.3|123|1015|6|71|228|51|23|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2016"|1198|"Petrol"|5.7|4|4.6|49.6|70.6|61.4|109|897|6|70|190|43|21|NA|NA|"Gasolina"
"MINI"|"MINI 3-door Hatchback F56, From March 2016"|1198|"Petrol"|5.8|4|4.7|48.7|70.6|60.1|111|917|6|70|190|43|21|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1499|"Petrol"|6|4.1|4.8|47.1|68.9|58.9|111|935|6|69|178|38|37|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1499|"Petrol"|5.9|4|4.7|47.9|70.6|60.1|109|917|6|68|155|36|9|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1499|"Petrol"|6.1|4.2|4.9|46.3|67.3|57.6|114|957|6|69|178|38|37|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1499|"Petrol"|5.9|4.1|4.8|47.9|68.9|58.9|111|935|6|68|155|36|9|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1496|"Diesel"|4.3|3.5|3.8|65.7|80.7|74.3|99|749|6|70|157|NA|49|111|0.4|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1496|"Diesel"|4.4|3.2|3.6|64.2|88.3|78.5|95|709|6|71|184|NA|60|103|0.2|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1496|"Diesel"|4.4|3.6|3.9|64.2|78.5|72.4|102|769|6|70|157|NA|49|111|0.4|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1496|"Diesel"|4.5|3.3|3.7|62.8|85.6|76.3|97|729|6|71|184|NA|60|103|0.2|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1998|"Petrol"|6.9|4.5|5.4|40.9|62.8|52.3|125|1053|6|71|228|51|23|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1998|"Petrol"|7.7|4.8|5.9|36.7|58.9|47.9|136|1150|6|74|451|52|26|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1998|"Petrol"|7|4.6|5.5|40.4|61.4|51.4|128|1072|6|71|228|51|23|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1998|"Petrol"|7.9|4.9|6|35.8|57.6|47.1|139|1170|6|74|451|52|26|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1995|"Diesel"|4.7|3.7|4.1|60.1|76.3|68.9|107|808|6|70|255|NA|51|61|0.8|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1995|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|109|808|6|72|388|NA|57|81|0.1|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1995|"Diesel"|4.8|3.8|4.2|58.9|74.3|67.3|109|827|6|70|255|NA|51|61|0.8|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1995|"Diesel"|5.1|3.8|4.3|55.4|74.3|65.7|112|847|6|72|388|NA|57|81|0.1|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1198|"Petrol"|5.9|4.3|4.9|47.9|65.7|57.6|114|957|6|74|329|57|40|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1198|"Petrol"|5.9|4.2|4.8|47.9|67.3|58.9|112|935|6|70|190|43|21|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1198|"Petrol"|6|4.4|5|47.1|64.2|56.5|116|975|6|74|329|57|40|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1198|"Petrol"|6|4.2|4.9|47.1|67.3|57.6|114|957|6|70|190|43|21|NA|NA|"Gasolina"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1496|"Diesel"|4|3.2|3.5|70.6|88.3|80.7|92|690|6|71|193|NA|38|107|0.1|"Diesel"
"MINI"|"MINI 5-door Hatchback F55, From October 2014"|1496|"Diesel"|4.1|3.3|3.6|68.9|85.6|78.5|94|709|6|71|193|NA|38|107|0.1|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1499|"Petrol"|6.1|4.5|5.1|46.3|62.8|55.4|118|995|6|68|181|36|23|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1499|"Petrol"|6.2|4.4|5.1|45.6|64.2|55.4|118|995|6|69|162|36|13|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1499|"Petrol"|6.2|4.6|5.2|45.6|61.4|54.3|121|1015|6|68|181|36|23|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1499|"Petrol"|6.1|4.5|5.1|46.3|62.8|55.4|121|995|6|69|162|36|13|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1499|"Petrol"|6.3|4.7|5.3|44.8|60.1|53.3|123|1034|6|68|181|36|23|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1499|"Petrol"|6.5|4.6|5.3|43.5|61.4|53.3|123|1034|6|69|162|36|13|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|4.7|3.8|4.1|60.1|74.3|68.9|109|808|6|70|143|NA|32|39|0|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|4.8|3.7|4.1|58.9|76.3|68.9|109|808|6|72|269|NA|44|88|0.1|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|4.8|4|4.3|58.9|70.6|65.7|113|847|6|70|143|NA|32|39|0|"Diesel"
