"Manufacturer"|"Model"|"EngineCapacity"|"FuelType"|"MetricUrbanCold"|"MetricExtraUrban"|"MetricCombined"|"ImperialUrbanCold"|"ImperialExtraUrban"|"ImperialCombined"|"CO2gkm"|"FuelCost12000Miles"|"EuroStandard"|"NoiseLeveldBA"|"EmissionsCOmgkm"|"THCEmissionsmgkm"|"EmissionsNOxmgkm"|"THC+NOxEmissionsmgkm"|"ParticulatesNo_mgkm"|"Tipo"
"AUDI"|"A3 Saloon"|1598|"Diesel"|5.6|4.4|4.8|50.4|64.2|58.9|130|945|6|71|107|NA|48|82|0.2|"Diesel"
"AUDI"|"A3 Saloon"|1798|"Petrol"|8.2|5.7|6.6|34.4|49.6|42.8|153|1287|6|69|390|47|11|NA|NA|"Gasolina"
"AUDI"|"A3 Saloon"|1798|"Petrol"|8.3|5.8|6.7|34|48.7|42.2|154|1306|6|69|390|47|11|NA|NA|"Gasolina"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|118|886|6|72|80|NA|60|81|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.4|4.2|4.6|52.3|67.3|61.4|120|906|6|72|80|NA|60|81|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.5|4.3|4.7|51.4|65.7|60.1|121|926|6|72|80|NA|60|81|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|107|808|6|72|144|NA|66|102|0.08|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.1|3.7|4.2|55.4|76.3|67.3|108|827|6|72|144|NA|66|102|0.08|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.2|3.8|4.3|54.3|74.3|65.7|109|847|6|72|144|NA|66|102|0.08|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.1|3.7|4.2|55.4|76.3|67.3|112|827|6|72|128|NA|67|101|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.2|3.8|4.3|54.3|74.3|65.7|114|847|6|72|128|NA|67|101|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|72|128|NA|67|101|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.7|4.2|4.8|49.6|67.3|58.9|125|945|6|72|144|NA|73|109|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.8|4.3|4.9|48.7|65.7|57.6|127|966|6|72|144|NA|73|109|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.9|4.4|5|47.9|64.2|56.5|128|985|6|72|144|NA|73|109|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.5|4.4|4.8|51.4|64.2|58.9|127|945|6|69|102|NA|59|87|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.6|4.5|4.9|50.4|62.8|57.6|129|966|6|69|102|NA|59|87|0|"Diesel"
"AUDI"|"A3 Saloon"|1968|"Diesel"|5.7|4.6|5|49.6|61.4|56.5|130|985|6|69|102|NA|59|87|0|"Diesel"
"AUDI"|"A3 Saloon"|1984|"Petrol"|8.5|5.9|6.9|33.2|47.9|40.9|159|1347|6|73|382|37|16|NA|NA|"Gasolina"
"AUDI"|"A3 Saloon"|1984|"Petrol"|8.6|6|7|32.8|47.1|40.4|160|1364|6|73|382|37|16|NA|NA|"Gasolina"
"AUDI"|"A3 Saloon"|1984|"Petrol"|9.1|5.8|7|31|48.7|40.4|162|1364|6|72|330|44|16|NA|NA|"Gasolina"
"AUDI"|"A3 Saloon"|1984|"Petrol"|9.2|5.9|7.1|30.7|47.9|39.8|164|1384|6|72|330|44|16|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1197|"Petrol"|5.9|4.1|4.8|47.9|68.9|58.9|110|935|6|68|203|48|27|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1197|"Petrol"|6.1|4.3|5|46.3|65.7|56.5|116|975|6|68|203|48|27|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1197|"Petrol"|6.2|4.4|5.1|45.6|64.2|55.4|118|995|6|68|203|48|27|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1197|"Petrol"|6.2|4.2|4.9|45.6|67.3|57.6|114|957|6|71|230|42|26|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1197|"Petrol"|6.3|4.3|5|44.8|65.7|56.5|117|975|6|71|230|42|26|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1197|"Petrol"|6.4|4.4|5.1|44.1|64.2|55.4|119|995|6|71|230|42|26|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|6.1|4.2|4.9|46.3|67.3|57.6|113|957|6|70|165|48|43|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|6.3|4.4|5.1|44.8|64.2|55.4|118|995|6|70|165|48|43|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|6.4|4.5|5.2|44.1|62.8|54.3|119|1015|6|70|165|48|43|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|6.7|4.1|5.1|42.2|68.9|55.4|117|995|6|72|158|28|35|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|6.9|4.3|5.3|40.9|65.7|53.3|122|1034|6|72|158|28|35|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|7|4.4|5.4|40.4|64.2|52.3|124|1053|6|72|158|28|35|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|5.7|4|4.6|49.6|70.6|61.4|106|897|6|68|253|44|35|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|5.9|4.2|4.8|47.9|67.3|58.9|112|935|6|68|253|44|35|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|6|4.3|4.9|47.1|65.7|57.6|114|957|6|68|253|44|35|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|5.7|4|4.6|49.6|70.6|61.4|107|897|6|70|276|57|42|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|5.9|4.2|4.8|47.9|67.3|58.9|112|935|6|70|276|57|42|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1395|"Petrol"|6|4.3|4.9|47.1|65.7|57.6|114|957|6|70|276|57|42|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1598|"Diesel"|4.3|3.5|3.8|65.7|80.7|74.3|99|749|6|71|91|NA|37|71|0|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|4.5|3.7|4|62.8|76.3|70.6|105|788|6|71|91|NA|37|71|0|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|4.6|3.8|4.1|61.4|74.3|68.9|107|808|6|71|91|NA|37|71|0|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|4.5|3.4|3.8|62.8|83.1|74.3|99|749|6|69|86|NA|43|75|0.11|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|4.7|3.6|4|60.1|78.5|70.6|105|788|6|69|86|NA|43|75|0.11|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|4.8|3.7|4.1|58.9|76.3|68.9|107|808|6|69|86|NA|43|75|0.11|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|71|107|NA|48|82|0.2|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|5.5|4.3|4.7|51.4|65.7|60.1|127|926|6|71|107|NA|48|82|0.2|"Diesel"
"AUDI"|"A3 Sportback"|1598|"Diesel"|5.6|4.4|4.8|50.4|64.2|58.9|130|945|6|71|107|NA|48|82|0.2|"Diesel"
"AUDI"|"A3 Sportback"|1798|"Petrol"|8.2|5.7|6.6|34.4|49.6|42.8|153|1287|6|69|390|47|11|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|72|80|NA|60|81|0|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.4|4.2|4.6|52.3|67.3|61.4|121|906|6|72|80|NA|60|81|0|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|108|808|6|72|144|NA|66|102|0.08|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.1|3.7|4.2|55.4|76.3|67.3|109|827|6|72|144|NA|66|102|0.08|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.1|3.8|4.2|55.4|74.3|67.3|112|827|6|72|128|NA|67|101|0|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.2|3.9|4.3|54.3|72.4|65.7|114|847|6|72|128|NA|67|101|0|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.7|4.2|4.8|49.6|67.3|58.9|125|945|6|72|144|NA|73|109|0|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.8|4.3|4.9|48.7|65.7|57.6|127|966|6|72|144|NA|73|109|0|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.6|4.5|4.9|50.4|62.8|57.6|129|966|6|69|102|NA|59|87|0|"Diesel"
"AUDI"|"A3 Sportback"|1968|"Diesel"|5.5|4.4|4.8|51.4|64.2|58.9|127|945|6|69|102|NA|59|87|0|"Diesel"
"AUDI"|"A3 Sportback"|1395|"Electricity / Petrol"|NA|NA|1.6|NA|NA|176|37|313|6|73|55|9|10|NA|NA|"HEV"
"AUDI"|"A3 Sportback"|1395|"Electricity / Petrol"|NA|NA|1.7|NA|NA|166|39|332|6|73|55|9|10|NA|NA|"HEV"
"AUDI"|"A3 Sportback"|1984|"Petrol"|8.5|5.9|6.9|33.2|47.9|40.9|159|1347|6|73|382|37|16|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1984|"Petrol"|8.6|6|7|32.8|47.1|40.4|160|1364|6|73|382|37|16|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1984|"Petrol"|9.1|5.8|7|31|48.7|40.4|162|1364|6|72|330|44|16|NA|NA|"Gasolina"
"AUDI"|"A3 Sportback"|1984|"Petrol"|9.2|5.9|7.1|30.7|47.9|39.8|164|1384|6|72|330|44|16|NA|NA|"Gasolina"
"AUDI"|"A4 Allroad"|1968|"Diesel"|6.5|5.1|5.6|43.5|55.4|50.4|149|1104|6|70|123|NA|38|56|0.22|"Diesel"
"AUDI"|"A4 Allroad"|1968|"Diesel"|6.5|5|5.6|43.5|56.5|50.4|145|1104|6|74|228|NA|47|84|0.13|"Diesel"
"AUDI"|"A4 Allroad"|1984|"Petrol"|8.6|6.1|7.1|32.8|46.3|39.8|164|1384|6|72|417|63|32|NA|NA|"Gasolina"
"AUDI"|"A4 Allroad"|2967|"Diesel"|7.1|5.4|6|39.8|52.3|47.1|159|1181|6|69|132|NA|58|73|1.04|"Diesel"
"AUDI"|"A5 Cabriolet"|1789|"Petrol"|7.6|5.6|6.3|37.2|50.4|44.8|146|1230|6|70|335|64|47|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1789|"Petrol"|7.8|6|6.7|36.2|47.1|42.2|154|1306|6|70|335|64|47|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1798|"Petrol"|7.7|5.4|6.2|36.7|52.3|45.6|144|1208|6|69|257|38|31|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1798|"Petrol"|8.1|5.8|6.7|34.9|48.7|42.2|154|1306|6|69|257|38|31|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1968|"Diesel"|5.7|4.4|4.9|49.6|64.2|57.6|129|966|6|72|128|NA|58|78|0.11|"Diesel"
"AUDI"|"A5 Cabriolet"|1968|"Diesel"|5.8|4.6|5|48.7|61.4|56.5|132|985|6|72|128|NA|58|78|0.11|"Diesel"
"AUDI"|"A5 Cabriolet"|1968|"Diesel"|5.8|4.7|5.1|48.7|60.1|55.4|134|1004|6|72|90|NA|50|64|0.5|"Diesel"
"AUDI"|"A5 Cabriolet"|1968|"Diesel"|5.9|4.9|5.2|47.9|57.6|54.3|139|1025|6|72|90|NA|50|64|0.5|"Diesel"
"AUDI"|"A5 Cabriolet"|1968|"Diesel"|6|4.6|5.1|47.1|61.4|55.4|133|1004|6|73|226|NA|41|77|0.46|"Diesel"
"AUDI"|"A5 Cabriolet"|1968|"Diesel"|6.2|4.8|5.3|45.6|58.9|53.3|138|1044|6|73|226|NA|41|77|0.46|"Diesel"
"AUDI"|"A5 Cabriolet"|1984|"Petrol"|8.1|5.8|6.6|34.9|48.7|42.8|153|1287|6|73|407|55|49|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1984|"Petrol"|8.2|5.9|6.7|34.4|47.9|42.2|156|1306|6|73|407|55|49|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1984|"Petrol"|8.4|5.6|6.6|33.6|50.4|42.8|152|1287|6|74|893|50|19|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1984|"Petrol"|8.6|5.9|6.9|32.8|47.9|40.9|157|1347|6|74|893|50|19|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1984|"Petrol"|9|6.2|7.3|9.3|45.6|38.7|167|1424|6|74|512|49|18|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|1984|"Petrol"|9.3|6.6|7.6|30.4|42.8|37.2|175|1481|6|74|512|49|18|NA|NA|"Gasolina"
"AUDI"|"A5 Cabriolet"|2967|"Diesel"|7.6|5.6|6.4|37.2|50.4|44.1|167|1262|6|68|144|60|56|66|0.41|"Diesel"
"AUDI"|"A5 Cabriolet"|2967|"Diesel"|7.8|5.9|6.6|36.2|47.9|42.8|173|1300|6|68|144|NA|56|66|0.41|"Diesel"
"AUDI"|"A5 Cabriolet"|2995|"Petrol"|10.5|6.8|8.1|26.9|41.5|34.9|189|1579|6|74|599|45|6|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1798|"Petrol"|7.4|5.2|6|38.2|54.3|47.1|139|1170|6|70|335|64|47|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1798|"Petrol"|7.5|5.5|6.2|37.7|51.4|45.6|144|1208|6|70|335|64|47|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1798|"Petrol"|7.3|4.9|5.8|38.7|57.6|48.7|134|1131|6|69|257|38|31|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1798|"Petrol"|7.6|5.3|6.1|37.2|53.3|46.3|142|1190|6|69|257|38|31|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1968|"Diesel"|5|3.8|4.2|56.5|74.3|67.3|109|827|6|73|203|NA|56|82|0.15|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|5.6|4.3|4.8|50.4|65.7|58.9|126|945|6|72|90|NA|50|64|0.5|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|5.7|4.5|5|49.6|62.8|56.5|131|985|6|72|90|NA|50|64|0.5|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|5.6|4.2|4.7|50.4|67.3|60.1|124|926|6|73|226|NA|41|77|0.46|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|5.8|4.4|4.9|48.7|64.2|57.6|129|966|6|73|226|NA|41|77|0.46|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|6.2|4.8|5.3|45.6|58.9|53.3|139|1044|6|70|92|NA|45|57|0|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|6.3|5|5.5|44.8|56.5|51.4|144|1083|6|70|92|NA|45|57|0|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|6.1|4.6|5.2|46.3|61.4|54.3|135|1025|6|74|247|NA|50|86|0|"Diesel"
"AUDI"|"Coupe"|1968|"Diesel"|6.2|4.8|5.3|45.6|58.9|53.3|140|1044|6|74|247|NA|50|86|0|"Diesel"
"AUDI"|"Coupe"|1984|"Petrol"|8.9|5.6|6.8|31.7|50.4|41.5|157|1328|6|74|603|48|21|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1984|"Petrol"|9.2|5.8|7|30.7|48.7|40.4|161|1364|6|74|603|48|21|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1984|"Petrol"|8.7|5.9|6.9|32.5|47.9|40.9|159|1347|6|74|512|49|18|NA|NA|"Gasolina"
"AUDI"|"Coupe"|1984|"Petrol"|9|6.2|7.2|31.4|45.6|39.2|166|1406|6|74|512|49|18|NA|NA|"Gasolina"
"AUDI"|"Coupe"|2967|"Diesel"|7.3|5.4|6.1|38.7|52.3|46.3|158|1202|6|68|144|NA|56|66|0.41|"Diesel"
"AUDI"|"Coupe"|2967|"Diesel"|7.4|5.6|6.3|38.2|50.4|44.8|162|1242|6|68|144|NA|56|66|0.41|"Diesel"
"AUDI"|"Coupe"|2995|"Petrol"|10.3|6.5|7.9|27.4|43.5|35.8|184|1539|6|74|599|45|6|NA|NA|"Gasolina"
"AUDI"|"Coupe"|2995|"Petrol"|10.3|6.5|7.9|27.4|43.5|35.8|184|1539|6|74|599|45|6|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1798|"Petrol"|7.5|5.5|6.2|37.7|51.4|45.6|144|1208|6|70|335|64|47|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1798|"Petrol"|7.6|5.8|6.4|37.2|48.7|44.1|149|1249|6|70|335|64|47|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1798|"Petrol"|7.6|5.3|6.1|37.2|53.3|46.3|141|1190|6|69|257|38|31|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1798|"Petrol"|7.8|5.6|6.4|36.2|50.4|44.1|148|1249|6|69|257|38|31|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1968|"Diesel"|4.9|3.7|4.2|57.6|76.3|67.3|109|827|6|72|181|NA|66|88|0|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|5.5|4.4|4.8|51.4|64.2|58.9|127|945|6|72|114|NA|40|55|0|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|5.7|4.6|5|49.6|61.4|56.5|131|985|6|72|114|NA|40|55|0|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|5.6|4.3|4.8|50.4|65.7|58.9|126|945|6|72|90|NA|50|64|0.5|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|5.7|4.5|5|49.6|62.8|56.5|131|985|6|72|90|NA|50|64|0.5|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|5.7|4.3|4.8|49.6|65.7|58.9|126|945|6|73|226|NA|41|77|0.46|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|5.9|4.5|5|47.9|62.8|56.5|132|985|6|73|226|NA|41|77|0.46|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|6.3|4.9|5.4|44.8|57.6|52.3|142|1064|6|70|92|NA|45|57|0|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|6.4|5.1|5.6|44.1|55.4|50.4|147|1104|6|70|92|NA|45|57|0|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|6.1|4.7|5.2|46.3|60.1|54.3|136|1025|6|74|247|NA|50|86|0|"Diesel"
"AUDI"|"A5 Sportback"|1968|"Diesel"|6.2|4.8|5.3|45.6|58.9|53.3|141|1044|6|74|247|NA|50|86|0|"Diesel"
"AUDI"|"A5 Sportback"|1984|"Petrol"|8.7|5.9|6.9|9.3|47.9|40.9|159|1347|6|74|512|49|18|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1984|"Petrol"|9|6.2|7.2|31.4|45.6|39.2|166|1406|6|74|512|49|18|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1984|"Petrol"|9|5.7|6.9|31.4|49.6|40.9|159|1347|6|74|603|48|21|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|1984|"Petrol"|9.2|5.9|7.1|30.7|47.9|39.8|164|1384|6|74|603|48|21|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|2967|"Diesel"|7.3|5.4|6.1|38.7|52.3|46.3|159|1202|6|68|144|NA|56|66|0.41|"Diesel"
"AUDI"|"A5 Sportback"|2967|"Diesel"|7.5|5.7|6.3|37.7|49.6|44.8|164|1242|6|68|144|NA|56|66|0.41|"Diesel"
"AUDI"|"A5 Sportback"|2995|"Petrol"|10.3|6.5|7.9|27.4|43.5|35.8|184|1539|6|74|599|45|6|NA|NA|"Gasolina"
"AUDI"|"A5 Sportback"|2995|"Petrol"|10.3|6.5|7.9|27.4|43.5|35.8|184|1539|6|74|599|45|6|NA|NA|"Gasolina"
"AUDI"|"A6 Allroad"|2967|"Diesel"|7.7|5.8|6.5|36.7|48.7|43.5|172|1279|6|74|154|NA|69|89|0.46|"Diesel"
"AUDI"|"A6 Allroad"|2967|"Diesel"|6|5.2|5.5|47.1|54.3|51.4|145|1083|6|70|118|NA|40|57|0.37|"Diesel"
"AUDI"|"A6 Allroad"|2967|"Diesel"|6.4|5.2|5.6|44.1|54.3|50.4|149|1104|6|70|266|NA|67|89|0.54|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.9|4.6|5.1|47.9|61.4|55.4|132|1004|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.9|4.6|5.1|47.9|61.4|55.4|133|1004|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.9|4.7|5.1|47.9|60.1|55.4|134|1004|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|6|4.8|5.2|47.1|58.9|54.3|138|1025|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|4.9|4.1|4.4|57.6|68.9|64.2|114|867|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|4.9|4.1|4.4|57.6|68.9|64.2|115|867|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5|4.2|4.5|56.5|67.3|62.8|118|886|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.1|4.3|4.6|55.4|65.7|61.4|121|906|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.3|4|4.5|53.3|70.6|62.8|118|886|6|72|224|NA|66|107|0.19|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.4|4|4.6|52.3|70.6|61.4|119|906|6|72|224|NA|66|107|0.19|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.4|4.1|4.6|52.3|68.9|61.4|121|906|6|72|224|NA|66|107|0.19|"Diesel"
"AUDI"|"A6 Avant"|1968|"Diesel"|5.5|4.2|4.7|51.4|67.3|60.1|124|926|6|72|224|NA|66|107|0.19|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|7.5|5.5|6.2|37.7|51.4|45.6|164|1220|6|74|154|NA|69|89|0.46|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|7.5|5.5|6.2|37.7|51.4|45.6|164|1220|6|74|154|NA|69|89|0.46|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|7.6|5.6|6.3|37.2|50.4|44.8|166|1242|6|74|154|NA|69|89|0.46|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|7.7|5.7|6.4|36.7|49.6|44.1|169|1262|6|74|154|NA|69|89|0.46|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|4.8|4.3|4.5|58.9|65.7|62.8|117|886|6|72|149|NA|30|58|0.62|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|4.8|4.3|4.5|58.9|65.7|62.8|117|886|6|72|149|NA|30|58|0.62|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|4.8|4.4|4.5|58.9|64.2|62.8|119|886|6|72|149|NA|30|58|0.62|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|4.9|4.5|4.6|57.6|62.8|61.4|122|906|6|72|149|NA|30|58|0.62|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|5.7|4.8|5.1|49.6|58.9|55.4|134|1004|6|70|118|NA|40|57|0.37|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|5.7|4.8|5.1|49.6|58.9|55.4|134|1004|6|70|118|NA|40|57|0.37|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|5.7|4.9|5.2|49.6|57.6|54.3|136|1025|6|70|118|NA|40|57|0.37|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|5.8|5|5.3|48.7|56.5|53.3|139|1044|6|70|118|NA|40|57|0.37|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|6|4.8|5.3|47.1|58.9|53.3|138|1044|6|70|266|NA|67|89|0.54|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|6|4.8|5.3|47.1|58.9|53.3|138|1044|6|70|266|NA|67|89|0.54|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|6.1|4.9|5.3|46.3|57.6|53.3|140|1044|6|70|266|NA|67|89|0.54|"Diesel"
"AUDI"|"A6 Avant"|2967|"Diesel"|6.2|5|5.4|45.6|56.5|52.3|144|1064|6|70|266|NA|67|89|0.54|"Diesel"
"AUDI"|"A6 Avant"|3993|"Petrol"|13.4|7.1|9.4|21.1|39.8|30.1|219|1830|6|73|673|47|24|NA|NA|"Gasolina"
"AUDI"|"A6 Avant"|3993|"Petrol"|13.5|7.3|9.6|20.9|38.7|29.4|224|1874|6|73|673|47|24|NA|NA|"Gasolina"
"AUDI"|"A6 Saloon"|1968|"Diesel"|5.7|4.4|4.9|49.6|64.2|57.6|128|966|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|5.7|4.4|4.9|49.6|64.2|57.6|128|966|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|5.7|4.5|4.9|49.6|62.8|57.6|129|966|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|5.8|4.6|5|48.7|61.4|56.5|133|985|6|69|93|NA|40|52|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|4.7|3.9|4.2|60.1|72.4|67.3|109|827|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|4.7|3.9|4.2|60.1|72.4|67.3|110|827|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|4.8|4|4.3|58.9|70.6|65.7|113|847|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|4.9|4.1|4.4|57.6|68.9|64.2|116|867|6|70|93|NA|55|68|0|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|5.1|3.8|4.3|55.4|74.3|65.7|113|847|6|72|224|NA|66|107|0.19|"Diesel"
"AUDI"|"A6 Saloon"|1968|"Diesel"|5.2|3.9|4.4|54.3|72.4|64.2|114|867|6|72|224|NA|66|107|0.19|"Diesel"
